Profile_ID,Career,Skills,Education,Experience,Job_Description
Semiconductor Processing Technicians_8,Semiconductor Processing Technicians,"Camstar Systems Camstar Semiconductor Suite, yieldWerx, Database software, Eyelit Manufacturing, Microsoft Office software, Microsoft Word, Microsoft PowerPoint",8.42,10.3,"Perform any or all of the following functions in the manufacture of electronic semiconductors: load semiconductor material into furnace; saw formed ingots into segments; load individual segment into crystal growing chamber and monitor controls; locate crystal axis in ingot using x-ray equipment and saw ingots into wafers; and clean, polish, and load wafers into series of special purpose furnaces, chemical baths, and equipment used to form circuitry and change conductive properties."
"Career/Technical Education Teachers, Middle School_19","Career/Technical Education Teachers, Middle School","Apache Hadoop, Apache Cassandra, Amazon Elastic Compute Cloud EC2, Atlassian Bamboo, Amazon Web Services AWS CloudFormation, Blackboard Learn, Atlassian Confluence, Amazon Web Services AWS software, Apache Tomcat, Apache JMeter, Ansible software, Bash, Amazon DynamoDB, Atlassian JIRA, C#",8.41,6.9,"Teach occupational, vocational, career, or technical subjects to students at the middle, intermediate, or junior high school level."
Remote Sensing Technicians_12,Remote Sensing Technicians,"C++, Atlassian Confluence, ArduPilot Mission Planner, Adobe Creative Cloud software, Ansible software, AJAX, C#, Calibration software, Amazon Web Services AWS software, BAE Systems SOCET SET, Bentley MicroStation, C",8.43,6.9,"Apply remote sensing technologies to assist scientists in areas such as natural resources, urban planning, or homeland security. May prepare flight plans or sensor configurations for flight trips."
Photographic Process Workers and Processing Machine Operators_5,Photographic Process Workers and Processing Machine Operators,"Adobe Creative Cloud software, Adobe Illustrator, Adobe InDesign, Adobe Photoshop, Amazon Web Services AWS software, Camera Bits Photo Mechanic, Cascading style sheets CSS, Docker, ExpressDigital Labtricity, Git, HeliconSoft Helicon Focus, Microsoft Access, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft Publisher, Microsoft Word, MongoDB, MySQL",8.45,8.0,Perform work involved in developing and processing photographic images from film or digital media. May perform precision tasks such as editing photographic negatives and prints.
Retail Loss Prevention Specialists_1,Retail Loss Prevention Specialists,"McAfee, Microsoft Outlook, Epicor Loss Prevention, Microsoft Excel, Microsoft PowerPoint, NortonLifeLock cybersecurity software, Structured query language SQL, Database software, Aspect Loss Prevention Aspect EliteLP, Case management system software, Microsoft Word, Enterprise application integration EAI software, Microsoft Office software, Microsoft Access",8.33,10.1,"Implement procedures and systems to prevent merchandise loss. Conduct audits and investigations of employee activity. May assist in developing policies, procedures, and systems for safeguarding assets."
Bailiffs_8,Bailiffs,"Microsoft Word, Case management system software, National Crime Information Center (NCIC) database, IBM Lotus Notes, Adobe Acrobat, Microsoft PowerPoint, Corel WordPerfect Office Suite, Microsoft Access, Statistics software, Microsoft Outlook, Microsoft Office software",8.31,6.8,Maintain order in courts of law.
Dining Room and Cafeteria Attendants and Bartender Helpers_4,Dining Room and Cafeteria Attendants and Bartender Helpers,"Cafe Cartel Systems, Microsoft Windows, RestaurantPlus PRO, Microsoft Excel, Plexis Software Plexis POS, Facebook",8.33,9.3,"Facilitate food service. Clean tables; remove dirty dishes; replace soiled table linens; set tables; replenish supply of clean linens, silverware, glassware, and dishes; supply service bar with food; and serve items such as water, condiments, and coffee to patrons."
Bioinformatics Technicians_10,Bioinformatics Technicians,"Geographic information system GIS software, Burrows-Wheeler Aligner BWA, Basic Local Alignment Search Tool BLAST, ClustalW, Git, Avaya Identity Engines, Esri ArcGIS, Atlassian Bamboo, Data visualization software, GENSCAN, C++",8.2,9.2,"Apply principles and methods of bioinformatics to assist scientists in areas such as pharmaceuticals, medical technology, biotechnology, computational biology, proteomics, computer information science, biology and medical informatics. Apply bioinformatics tools to visualize, analyze, manipulate or interpret molecular data. May build and maintain databases for processing and analyzing genomic or other biological information."
Insurance Claims and Policy Processing Clerks_3,Insurance Claims and Policy Processing Clerks,"Account management software, Alpha Software Alpha Five, Automated information system software, Billing software, Claim processing system software, Database software, GroupMe, Healthcare common procedure coding system HCPCS, IBM Check Processing Control System CPSC, IBM Lotus Notes, Insurance rating software, InSystems Calligo Enterprise, Medical condition coding software, Medical procedure coding software, MicroFocus GroupWise, Microsoft Access, Microsoft Excel, Microsoft Internet Explorer, Microsoft Office software, Microsoft Outlook",8.42,10.2,"Process new insurance policies, modifications to existing policies, and claims forms. Obtain information from policyholders to verify the accuracy and completeness of information on claims forms, applications and related documents, and company records. Update existing policies and company records to reflect changes requested by policyholders and insurance company representatives."
Speech-Language Pathologists_11,Speech-Language Pathologists,"Propeller Multimedia React2, Dropbox, Language analysis software, Microsoft Word, Avaaz Innovations Computerized Speech Research Environment CSRE, eClinicalWorks EHR software, KayPENTAX Multi-Speech, Avaaz Innovations Interactive Voice Analysis System IVANS, Email software, KayPENTAX Nasometer, Biofeedback software, Micro Video Voice Speech Training System, Microsoft Excel",8.32,10.1,"Assess and treat persons with speech, language, voice, and fluency disorders. May select alternative communication systems and teach their use. May perform research related to speech and language problems."
Fire-Prevention and Protection Engineers_10,Fire-Prevention and Protection Engineers,"A Large Outdoor Fire plume Trajectory model Flat Terrain ALOFT-FT, Data acquisition software, Consolidated fire and smoke transport model CFAST, Autodesk AutoCAD, Egress EVACS, Computational fluid dynamics CFD software, CESARE Risk, Computational Dynamics STAR-CD, Atria smoke management engineering tools ASMET, Bentley MicroStation, Berkeley Algorithm for Breaking Window Glass in a Compartment Fire BREAK1, Building Research Establishment BRE Jasmine, Consolidated compartment fire model CCFM",8.37,7.4,"Research causes of fires, determine fire protection methods, and design or recommend materials or equipment such as structural components or fire-detection equipment to assist organizations in safeguarding life and property against fire, explosion, and related hazards."
"Heating, Air Conditioning, and Refrigeration Mechanics and Installers_10","Heating, Air Conditioning, and Refrigeration Mechanics and Installers","Data logging software, ManagerPlus, Microsoft Excel, Computerized maintenance management system CMMS, Adobe Acrobat, Graphics software, Cworks CMMS, Johnson Controls Metasys, Autodesk AutoCAD, Atlas Construction Business Forms, HVAC tools software, IBM Maximo Asset Management",8.3,9.5,"Install or repair heating, central air conditioning, HVAC, or refrigeration systems, including oil burners, hot-air furnaces, and heating stoves."
"Secondary School Teachers, Except Special and Career/Technical Education_2","Secondary School Teachers, Except Special and Career/Technical Education","ABC programming language, Blackboard software, Common Curriculum, Desmos, Email software, Flipgrid, Geogebra, Google Classroom, Google Drive, Google Meet, Instructional software, Logo design software, Microsoft Excel, Microsoft Office software, Microsoft PowerPoint, Microsoft SharePoint, Microsoft Word, Moodle, Nearpod, PowerSchool SIS",8.55,8.6,Teach one or more subjects to students at the secondary school level.
Biological Technicians_13,Biological Technicians,"Adobe Acrobat, Adobe Photoshop, BD Biosciences CellQuest, BoxShade, ClustalW, Corel WordPerfect Office Suite, Database software, ESRI ArcGIS software, Gene Codes Sequencher, Gene Runner, Geographic information system GIS software, Graphics software, Harvard Graphics, IBM Lotus 1-2-3, Laboratory information management system LIMS, MapInfo MapMarker, Microsoft .NET Framework, Microsoft Access, Microsoft Excel, Microsoft Office software",8.42,9.1,"Assist biological and medical scientists. Set up, operate, and maintain laboratory instruments and equipment, monitor experiments, collect data and samples, make observations, and calculate and record results. May analyze organic substances, such as blood, food, and drugs."
Clinical Data Managers_20,Clinical Data Managers,"ePharmaSolutions eMVR, Epic Systems, C++, Clinical trial management software, C#, ClearTrial, EpicCare Ambulatory Electronic Medical Records (EMR) software, InforSense InforSense, Go, 5AM Glassbox Translational Research, Extensible markup language XML, Allscripts healthcare automation software, IBM SPSS Statistics, Electronic data capture EDC software, Invivo Data EPX ePRO Management System, Citrix cloud computing software, Autocoders, Fortress Medical Clindex",8.33,8.9,"Apply knowledge of health care and database management to analyze clinical data, and to identify and report trends."
Baggage Porters and Bellhops_18,Baggage Porters and Bellhops,"Microsoft Excel, Microsoft Outlook, Microsoft Word, Microsoft Office software, Corel WordPerfect Office Suite",8.31,9.2,Handle baggage for travelers at transportation terminals or for guests at hotels or similar establishments.
"Bookkeeping, Accounting, and Auditing Clerks_12","Bookkeeping, Accounting, and Auditing Clerks","ATX Total Accounting Office, Advanced Management Systems Software for Wineries, Accounts receivable software, AuditWare financial reporting and auditing software, Auditing software, ADP Workforce Now, American HealthTech Financial, ATX Total Engagement Office, Accurate NXG, Act!, Adobe Acrobat, Accounts payable software, AcornSystems Corporate Performance Management, Activant Solutions Activant Prophet 21, Asset management software, AdaptaSoft CyberPay, AMS Services AMS Sagitta",8.33,8.5,"Compute, classify, and record numerical data to keep financial records complete. Perform any combination of routine calculating, posting, and verifying duties to obtain primary financial data for use in maintaining accounting records. May also check the accuracy of figures, calculations, and postings pertaining to business transactions recorded by other workers."
Weatherization Installers and Technicians_6,Weatherization Installers and Technicians,"Microsoft Access, Microsoft Excel, Web browser software, Microsoft Windows, SAP software, Microsoft Project, Energy use ratings databases, Microsoft Office software, Microsoft PowerPoint, Database software",8.14,10.9,"Perform a variety of activities to weatherize homes and make them more energy efficient. Duties include repairing windows, insulating ducts, and performing heating, ventilating, and air-conditioning (HVAC) work. May perform energy audits and advise clients on energy conservation measures."
"Rotary Drill Operators, Oil and Gas_17","Rotary Drill Operators, Oil and Gas","CAPSHER Technology SureTec, Drillingsoftware DrillPro, Drillingsoftware Tubular Database, Microsoft Excel, Microsoft Office software, Microsoft Word, Pason WellView Field Solution, Python, Salesforce software, SAP software, Schlumberger Petrel E&P, Structure query language SQL",8.4,9.6,"Set up or operate a variety of drills to remove underground oil and gas, or remove core samples for testing during oil and gas exploration."
Customer Service Representatives_11,Customer Service Representatives,"Austin Logistics CallSelect, Citrix cloud computing software, Austin Logistics CallTech, Adobe Photoshop, Airtable, Apple Keynote, Apple macOS, Adobe Creative Cloud software, Customer account management software, AS/400 Database, Avidian Technologies Prophet, Astute Solutions PowerCenter, Adobe Acrobat",8.4,8.7,"Interact with customers to provide basic or scripted information in response to routine inquiries about products and services. May handle and resolve general complaints. Excludes individuals whose duties are primarily installation, sales, repair, and technical support."
Private Detectives and Investigators_16,Private Detectives and Investigators,"Computer imaging software, Microsoft Excel, Microsoft Windows, Microsoft Outlook, Facebook, LexisNexis, Microsoft PowerPoint, Microsoft Office software, Microsoft Word",8.38,11.2,"Gather, analyze, compile, and report information regarding individuals or organizations to clients, or detect occurrences of unlawful acts or infractions of rules in private establishment."
Podiatrists_14,Podiatrists,"Scanner imaging software, Facebook, Email software, DocSite Registry, Fox Meadows Software MediNotes e, Quick Notes PDQ Podiatry, Advantage Software Podiatry Advantage, Microsoft Access",8.77,8.0,Diagnose and treat diseases and deformities of the human foot.
"Rotary Drill Operators, Oil and Gas_5","Rotary Drill Operators, Oil and Gas","Drillingsoftware Tubular Database, Structure query language SQL, Microsoft Excel, Drillingsoftware DrillPro, Microsoft Word, Pason WellView Field Solution, Salesforce software",8.47,11.2,"Set up or operate a variety of drills to remove underground oil and gas, or remove core samples for testing during oil and gas exploration."
Photonics Technicians_7,Photonics Technicians,"Autodesk AutoCAD, Web browser software, Dassault Systemes SolidWorks, Image processing software, Database software, Microsoft Excel, National Instruments LabVIEW, The MathWorks MATLAB, ZEMAX Optical Design Program, Data acquisition software, Microsoft Word, Facebook, SAP software, Microsoft Access, Microsoft Office software",8.33,9.0,"Build, install, test, or maintain optical or fiber optic equipment, such as lasers, lenses, or mirrors, using spectrometers, interferometers, or related equipment."
Appraisers and Assessors of Real Estate_20,Appraisers and Assessors of Real Estate,"Business Management Systems Municipal Geographic Management System MGMS, Apex MobileSketch, Database software, Construction Management Software ProEst, a la mode WinTOTAL, ACI Appraiser's Choice, a la mode Pocket TOTAL, Ascend Property Assessment, CPR International GeneralCOST Estimator, Concierge Systems Report Concierge, Bradford ClickFORMS, Apex IV Assessor, CPR Visual Estimator, Bruno Realty eNeighboorhoods, Apple iOS, Computer assisted mass appraisal CAMA software, Cost estimating software, Emerald Data Deed-Chek, Apex IV Fee Appraiser, Compass Municipal Services CAMAlot",8.42,9.3,"Appraise real estate, exclusively, and estimate its fair value. May assess taxes in accordance with prescribed schedules."
Cytogenetic Technologists_11,Cytogenetic Technologists,"KARIO, Genetix CytoVision, Lucia Karyo, Image capture software, Lucia Comet Assay, Genial Genetics iPassport QMS, MetaSystems Isis Color Karyotyping, Lucia CGH, Lucia FISH, Genial Genetics Shire, Digital karyotyping software, Cell Bioscience Automated Image Capture, Microsoft Office software, Geniel Genetics iGene",8.47,8.8,"Analyze chromosomes or chromosome segments found in biological specimens, such as amniotic fluids, bone marrow, solid tumors, and blood to aid in the study, diagnosis, classification, or treatment of inherited or acquired genetic diseases. Conduct analyses through classical cytogenetic, fluorescent in situ hybridization (FISH) or array comparative genome hybridization (aCGH) techniques."
"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic_6","Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic","FANUC Robotics iRVision, HotFlo! Die-Shot Monitor, Intera Systems Hawk-i, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft Word, RobotWare DieCast, SAP software, Visi-Trak True-Trak 20/20",8.06,8.8,"Set up, operate, or tend metal or plastic molding, casting, or coremaking machines to mold or cast metal or thermoplastic parts or products."
"Rail Yard Engineers, Dinkey Operators, and Hostlers_5","Rail Yard Engineers, Dinkey Operators, and Hostlers","Railyard inventory software, RailComm DocYard, Softrail AEI Automatic Yard Tracking System, Softrail AEI Rail & Road Manager, Railcar inspection management software, Web browser software, Railyard management software RMS",8.28,8.3,"Drive switching or other locomotive or dinkey engines within railroad yard, industrial plant, quarry, construction project, or similar location."
"Cooks, Restaurant_3","Cooks, Restaurant","Facebook, Food safety labeling systems, Menu planning software, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft Word, Point of sale POS restaurant software, Recipe cost control software",8.3,8.9,"Prepare, season, and cook dishes such as soups, meats, vegetables, or desserts in restaurants. May order supplies, keep records and accounts, price items on menu, or plan menu."
"First-Line Supervisors of Mechanics, Installers, and Repairers_1","First-Line Supervisors of Mechanics, Installers, and Repairers","Microsoft Internet Explorer, Microsoft PowerPoint, Database software, Email software, Maintenance management software, Microsoft Office software, IBM Domino, IBM Notes, Automated inventory software, HCSS HeavyBid, Microsoft Outlook, Cost accounting software, Autodesk AutoCAD, Computerized maintenance management system CMMS, Microsoft Dynamics",8.17,5.7,"Directly supervise and coordinate the activities of mechanics, installers, and repairers. May also advise customers on recommended services. Excludes team or work leaders."
Electro-Mechanical and Mechatronics Technologists and Technicians_4,Electro-Mechanical and Mechatronics Technologists and Technicians,"McNeel Rhinoceros 3D, MathWorks Simulink, Linux, Airdata, Circuit simulation software, Human machine interface HMI software, Autodesk AutoCAD, CloudCompare, ESRI ArcGIS software, Microsoft Office software, Microsoft Access, Microsoft Excel, C++, Litchi, Laser imaging detection and ranging LIDAR system, Computerized maintenance management system CMMS, Autodesk Inventor",8.17,7.6,"Operate, test, maintain, or adjust unmanned, automated, servomechanical, or electromechanical equipment. May operate unmanned submarines, aircraft, or other equipment to observe or record visual information at sites such as oil rigs, crop fields, buildings, or for similar infrastructure, deep ocean exploration, or hazardous waste removal. May assist engineers in testing and designing robotics equipment."
Rail-Track Laying and Maintenance Equipment Operators_5,Rail-Track Laying and Maintenance Equipment Operators,"Microsoft Excel, Timekeeping software, Microsoft Office software",8.18,9.5,"Lay, repair, and maintain track for standard or narrow-gauge railroad equipment used in regular railroad service or in plant yards, quarries, sand and gravel pits, and mines. Includes ballast cleaning machine operators and railroad bed tamping machine operators."
Medical Appliance Technicians_5,Medical Appliance Technicians,"Seattle Systems Shapemaker, Gait analysis software, Microsoft Excel, Ohio Willow Wood OMEGA Tracer System, Microsoft Outlook, Footmaxx Metascan software, Autodesk AutoCAD, Microsoft Office software, Microsoft Word",8.03,10.0,"Construct, maintain, or repair medical supportive devices such as braces, orthotics and prosthetic devices, joints, arch supports, and other surgical and medical appliances."
Pipelayers_16,Pipelayers,"Microsoft Office software, Microsoft Excel",8.29,6.7,"Lay pipe for storm or sanitation sewers, drains, and water mains. Perform any combination of the following tasks: grade trenches or culverts, position pipe, or seal joints."
Locomotive Engineers_4,Locomotive Engineers,"Time tracking software, Microsoft Word, Route mapping software, Microsoft Excel, Electronic train management systems ETMS",8.41,7.9,"Drive electric, diesel-electric, steam, or gas-turbine-electric locomotives to transport passengers or freight. Interpret train orders, electronic or manual signals, and railroad rules and regulations."
"Forestry and Conservation Science Teachers, Postsecondary_18","Forestry and Conservation Science Teachers, Postsecondary","JavaScript, Blackboard Learn, Learning management system LMS, Apache Struts, Electronic data interchange EDI software, Leica Geosystems ERDAS IMAGINE, Microsoft Excel, Google Angular, Image scanning software, Google Docs, Geographic information system GIS software, Collaborative editing software, Hibernate ORM, ESRI ArcGIS software, Email software, Desire2Learn LMS software, Course management system software, iParadigms Turnitin, DOC Cop",8.42,5.4,Teach courses in forestry and conservation science. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.
"Pediatricians, General_6","Pediatricians, General","e-MDs software, EMR Experts Pediatric EMR, e-MedRecords CompuKID, Patient electronic medical record EMR software, ChartWare EMR, SOAPware EMR, Allscripts Professional EHR, Email software, Advanced Data Systems MedicsDocAssistant for Pediatrics, Epic Systems software, Epic Systems, Web browser software, Drug reference software, MEDITECH software, Microsoft Access, MedcomSoft Record, Medical information databases, eClinicalWorks EHR software, Scheduling software",8.09,11.9,"Diagnose, treat, and help prevent diseases and injuries in children. May refer patients to specialists for further diagnosis or treatment, as needed."
"Roof Bolters, Mining_8","Roof Bolters, Mining","Caterpillar Cat MineStar System, Caterpillar Command",8.21,8.3,Operate machinery to install roof support bolts in underground mine.
"Bus Drivers, School_17","Bus Drivers, School","Web browser software, Microsoft Windows",8.07,8.8,Drive a school bus to transport students. Ensure adherence to safety rules. May assist students in boarding or exiting.
"Wholesale and Retail Buyers, Except Farm Products_2","Wholesale and Retail Buyers, Except Farm Products","Facebook, CAM Commerce Solutions Retail STAR Point of Sale POS, Applicant tracking software, JDA Software Group Advanced Warehouse Replenishment by E3, Advanced Retail Management Systems Retail Pro, JDA Software Group Assortment Planning by Arthur, Contact management software, Biztrak Business Solutions Biztrak, Kliger-Weiss Infosystems, Enterprise risk management software ERMS, Materials requirement planning MRP software, Intuit QuickBooks, Graphics software, Eclipse IDE, Inventory control systems, LinkedIn, Claritas ConsumerPoint, Infor Supply Chain Management",8.7,10.3,"Buy merchandise or commodities, other than farm products, for resale to consumers at the wholesale or retail level, including both durable and nondurable goods. Analyze past buying trends, sales records, price, and quality of merchandise to determine value and yield. Select, order, and authorize payment for merchandise according to contractual agreements. May conduct meetings with sales personnel and introduce new products. May negotiate contracts. Includes assistant wholesale and retail buyers of nonfarm products."
Bailiffs_5,Bailiffs,"Statistics software, Microsoft PowerPoint, Email software, Adobe Acrobat, National Crime Information Center (NCIC) database, Microsoft Outlook, Microsoft Word, Case management system software, Corel WordPerfect Office Suite, IBM Lotus Notes, Web browser software, Microsoft SharePoint, Microsoft Excel, Court docket management software, State crime information databases, Microsoft Office software",8.38,8.5,Maintain order in courts of law.
Health Informatics Specialists_12,Health Informatics Specialists,"JavaScript, Computerized physician order entry CPOE software, Apache Hadoop, Allscripts Professional EHR, Bizmatics PrognoCIS EMR, IBM SPSS Statistics, LAMP Stack, Cerner PowerChart, Epic Systems, Healthcare management system, e-MDs software, ESRI ArcGIS software, Electronic medical administration record eMAR software, ChartWare EMR",8.53,8.0,"Apply knowledge of nursing and informatics to assist in the design, development, and ongoing modification of computerized health care systems. May educate staff and assist in problem solving to promote the implementation of the health care system."
"Insurance Appraisers, Auto Damage_11","Insurance Appraisers, Auto Damage","Microsoft Word, Microsoft Windows, Microsoft Office software, Adobe Acrobat, Microsoft Excel, Solera Audatex Estimating, Microsoft PowerPoint, Email software, Information Services Inc. CCC Pathways Appraisal Solution, Vertafore ImageRight, Swan River Software Estimiser Pro, Cost estimating software, NCH Software Express Invoice",8.17,7.4,Appraise automobile or other vehicle damage to determine repair costs for insurance claim settlement. Prepare insurance forms to indicate repair cost or cost estimates and recommendations. May seek agreement with automotive repair shop on repair costs.
"Special Education Teachers, Elementary School_10","Special Education Teachers, Elementary School","Microsoft Excel, Screen magnification software, Voice activated software, Microsoft Outlook, Individualized Educational Program IEP software, Nuance Dragon NaturallySpeaking, The vOICe Learning Edition, Rethink Ed, Screen reader software, Synapse outSPOKEN, goQ WordQ, Email software, Microsoft Office software, Microsoft PowerPoint, American Sign Language Browser, Scientific Learning Fast ForWord, Microsoft Word, EasyCBM",8.58,5.4,"Teach academic, social, and life skills to elementary school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities."
Magnetic Resonance Imaging Technologists_9,Magnetic Resonance Imaging Technologists,"GE Healthcare Centricity EMR, Radiology information systems (RIS), Medical image processing software, Appointment scheduling software, Microsoft Office software, Microsoft Word, eClinicalWorks EHR software, Microsoft Excel",8.4,11.5,"Operate Magnetic Resonance Imaging (MRI) scanners. Monitor patient safety and comfort, and view images of area being scanned to ensure quality of pictures. May administer gadolinium contrast dosage intravenously. May interview patient, explain MRI procedures, and position patient on examining table. May enter into the computer data such as patient history, anatomical area to be scanned, orientation specified, and position of entry."
Musical Instrument Repairers and Tuners_3,Musical Instrument Repairers and Tuners,"Reyburn CyberTuner, Katsura Shareware KS Strobe Tuner, Katsura Shareware ProLevel, Mensurix Audio, Tunic OnlyPure, Veritune Verituner, Tunable Instrument Tuner",8.24,8.1,"Repair percussion, stringed, reed, or wind instruments. May specialize in one area, such as piano tuning."
"Engineering Teachers, Postsecondary_18","Engineering Teachers, Postsecondary","Desire2Learn LMS software, Google Docs, Course management system software, Autodesk Revit, Collaborative editing software, iParadigms Turnitin, JavaScript, Dassault Systemes CATIA, Learning management system LMS, Blackboard Learn, Microsoft Office software, Email software, Finite element analysis software, DOC Cop, C++",8.26,10.5,"Teach courses pertaining to the application of physical laws and principles of engineering for the development of machines, materials, instruments, processes, and services. Includes teachers of subjects such as chemical, civil, electrical, industrial, mechanical, mineral, and petroleum engineering. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
Home Appliance Repairers_19,Home Appliance Repairers,"Microsoft Excel, Intac International Wintac, Route mapping software, Parts database software, Microsoft Outlook, Microsoft Office software, dESCO ESC, Web browser software, Microsoft Word, Microsoft Windows, ServiceMax",8.13,11.9,"Repair, adjust, or install all types of electric or gas household appliances, such as refrigerators, washers, dryers, and ovens."
"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation_15","Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation","Microsoft Office software, Commercial driver's license information system CDLIS, Microsoft Outlook, Microsoft Excel, Vehicle identification number VIN database, Structured query language SQL, Law enforcement database software, ASPEN, Past Inspection Query PIQ",8.23,10.0,"Inspect and monitor transportation equipment, vehicles, or systems to ensure compliance with regulations and safety standards."
Magnetic Resonance Imaging Technologists_12,Magnetic Resonance Imaging Technologists,"Teleradiology systems, Medical image processing software, Microsoft Excel, Microsoft Office software, MEDITECH software, Web browser software, Radiology information systems (RIS), Appointment scheduling software, eClinicalWorks EHR software, Microsoft Word, GE Healthcare Centricity EMR",8.48,10.7,"Operate Magnetic Resonance Imaging (MRI) scanners. Monitor patient safety and comfort, and view images of area being scanned to ensure quality of pictures. May administer gadolinium contrast dosage intravenously. May interview patient, explain MRI procedures, and position patient on examining table. May enter into the computer data such as patient history, anatomical area to be scanned, orientation specified, and position of entry."
Wellhead Pumpers_11,Wellhead Pumpers,"Microsoft Office software, Microsoft Outlook, SAP software, Operational databases, Supervisory control and data acquisition SCADA software, Microsoft Excel",8.17,6.9,Operate power pumps and auxiliary equipment to produce flow of oil or gas from wells in oil field.
Subway and Streetcar Operators_20,Subway and Streetcar Operators,Microsoft Office software,8.35,11.7,"Operate subway or elevated suburban trains with no separate locomotive, or electric-powered streetcar, to transport passengers. May handle fares."
Chemical Technicians_6,Chemical Technicians,"Email software, Oracle Java, Database software, Oracle Database, SAP software, Software development tools, Microsoft Word, Laboratory information management system LIMS, Microsoft Office software, Microsoft Excel, Microsoft Access, Linux, Python, R",8.35,7.9,"Conduct chemical and physical laboratory tests to assist scientists in making qualitative and quantitative analyses of solids, liquids, and gaseous materials for research and development of new products or processes, quality control, maintenance of environmental standards, and other work involving experimental, theoretical, or practical application of chemistry and related sciences."
Public Relations Specialists_20,Public Relations Specialists,"Adobe Creative Cloud software, Apple Final Cut Express, Apple Keynote, Adobe Photoshop, Blackbaud The Raiser's Edge, Apple QuickTime, Airtable, Apple macOS, Blogging software, Adobe After Effects, Adobe Illustrator, Adobe Acrobat Reader, Apple Final Cut Pro, Adobe Acrobat Writer, Adobe Dreamweaver",8.31,9.0,"Promote or create an intended public image for individuals, groups, or organizations. May write or select material for release to various communications media. May specialize in using social media."
Sports Medicine Physicians_8,Sports Medicine Physicians,"3D motion analysis software, Allscripts PM, athenahealth athenaCollector, Automatic Data Processing AdvancedMD EHR, Benchmark Systems Benchmark Clinical EHR, Bizmatics PrognoCIS EMR, CareCloud Central, Cerner PowerWorks Practice Management, eClinicalWorks EHR software, Email software, Epic Practice Management, Epic Systems, GalacTek ECLIPSE, GE Healthcare Centricity Practice Solution, Greenway Medical Technologies PrimeSUITE, HealthFusion MediTouch, IOS Health Systems Medios EHR, Kareo Practice Management, McKesson Practice Plus, Meditab IMS Orthopedics/Sports Medicine",8.41,9.5,"Diagnose, treat, and help prevent injuries that occur during sporting events, athletic training, and physical activities."
"Dentists, General_20","Dentists, General","Genesis Dental, Data Team DDS, DentiMax, Henry Schein Dentrix, Dental digital radiology software, EZ 2000, Dental charting software, ABELSoft ABELDent, Henry Schein Easy Dental, ACE Dental, AlphaDent, eClinicalWorks EHR software, DSN Software Dental-Exec, AltaPoint Data Systems AltaPoint Dental, DSN Software Oral Surgery-Exec, Dental clinical records software, Henry Schein DentalVision Professional",8.16,7.9,"Examine, diagnose, and treat diseases, injuries, and malformations of teeth and gums. May treat diseases of nerve, pulp, and other dental tissues affecting oral hygiene and retention of teeth. May fit dental appliances or provide preventive care."
Sound Engineering Technicians_7,Sound Engineering Technicians,"Adobe Acrobat, Adobe Premiere Pro, Avid Technology Pro Tools, Facebook, Avid Pro Tools, Adobe Creative Cloud software, Adobe Photoshop, Autodesk AutoCAD, Git, Avid Technology audio visual editing software, Apple macOS",8.37,7.9,"Assemble and operate equipment to record, synchronize, mix, edit, or reproduce sound, including music, voices, or sound effects, for theater, video, film, television, podcasts, sporting events, and other productions."
"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders_3","Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders","Email software, Linux, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft Windows, Microsoft Word, SAP software, Tool center point TCP setting software",8.29,7.6,"Set up, operate, or tend welding, soldering, or brazing machines or robots that weld, braze, solder, or heat treat metal products, components, or assemblies. Includes workers who operate laser cutters or laser-beam machines."
Industrial-Organizational Psychologists_3,Industrial-Organizational Psychologists,"Microsoft Project, Mentimeter, Microsoft Visio, Psychometric testing software, Learning management system LMS, IBM SPSS Statistics, Human resource information system (HRIS), Padlet, Microsoft Outlook, Assessment Systems Corporation XCALIBRE, Adobe Acrobat, Hypertext markup language HTML, Oracle PeopleSoft, Microsoft PowerPoint, Muthen & Muthen Mplus, Microsoft Access",8.27,9.2,"Apply principles of psychology to human resources, administration, management, sales, and marketing problems. Activities may include policy planning; employee testing and selection, training, and development; and organizational development and analysis. May work with management to organize the work setting to improve worker productivity."
